ID, station, date, enter_00, exit00, enter_01, exit01, enter_02, exit02, enter_03, exit03, enter_04, exit04, enter_05, exit05, enter_06, exit06, enter_07, exit07, enter_08, exit08, enter_09, exit09, enter_010, exit010, enter_011, exit011, enter_012, exit012, enter_013, exit013, enter_014, exit014, enter_015, exit015, enter_016, exit016, enter_017, exit017, enter_018, exit018, enter_019, exit019, enter_020, exit020, enter_021, exit021, enter_022, exit022, enter_023, exit023,station_latitute,station_longitude
INDFSUTPHINBLVD,SUTPHIN BLVD,5/1/11,213.5,259,0,0,0,0,0,0,0,0,38,67.5,38,67.5,38,67.5,38,67.5,222.5,51.5,222.5,51.5,222.5,51.5,222.5,51.5,351.5,117.5,351.5,117.5,351.5,117.5,351.5,117.5,364.5,195,364.5,195,364.5,195,364.5,195,213.5,259,213.5,259,213.5,259,40.70546,-73.810708
INDFYORKST,YORK ST,5/1/11,236.75,194.5,0,0,0,0,0,0,0,0,24.25,27.75,24.25,27.75,24.25,27.75,24.25,27.75,39.5,50.75,39.5,50.75,39.5,50.75,39.5,50.75,162,174.75,162,174.75,162,174.75,162,174.75,314.5,253,314.5,253,314.5,253,314.5,253,236.75,194.5,236.75,194.5,236.75,194.5,40.699743,-73.986885
INDGBEDFORD-NOSTRANDAVS,BEDFORD-NOSTRAND AVS,5/1/11,0,0,0,0,0,0,0,0,38.5,147,38.5,147,38.5,147,38.5,147,25.5,26,25.5,26,25.5,26,25.5,26,526.5,195,526.5,195,526.5,195,526.5,195,551.5,241.5,551.5,241.5,551.5,241.5,551.5,241.5,365,447,365,447,365,447,365,447,40.689627,-73.953522
INDGBROADWAY,BROADWAY,5/1/11,98.25,134,0,0,0,0,0,0,0,0,25.5,20.75,25.5,20.75,25.5,20.75,25.5,20.75,52.5,54.5,52.5,54.5,52.5,54.5,52.5,54.5,121,79,121,79,121,79,121,79,138.75,126.5,138.75,126.5,138.75,126.5,138.75,126.5,98.25,134,98.25,134,98.25,134,40.706092,-73.950308
INDGCLASSONAV,CLASSON AV,5/1/11,0,0,0,0,0,0,0,0,26.5,85,26.5,85,26.5,85,26.5,85,0,0,0,0,0,0,0,0,171,79.75,171,79.75,171,79.75,171,79.75,170.5,104.75,170.5,104.75,170.5,104.75,170.5,104.75,120.5,203.75,120.5,203.75,120.5,203.75,120.5,203.75,40.688873,-73.96007
INDGCLINTON-WASHINGTONAVS,CLINTON-WASHINGTON AVS,5/1/11,174.5,53,0,0,0,0,0,0,0,0,20,17,20,17,20,17,20,17,34.5,9.75,34.5,9.75,34.5,9.75,34.5,9.75,204.75,30.5,204.75,30.5,204.75,30.5,204.75,30.5,215.25,50.25,215.25,50.25,215.25,50.25,215.25,50.25,174.5,53,174.5,53,174.5,53,40.688089,-73.966839
INDGFLUSHINGAV,FLUSHING AV,5/1/11,111.5,165,0,0,0,0,0,0,0,0,11,31,11,31,11,31,11,31,77,73,77,73,77,73,77,73,116.5,92.5,116.5,92.5,116.5,92.5,116.5,92.5,162.5,151,162.5,151,162.5,151,162.5,151,111.5,165,111.5,165,111.5,165,40.700377,-73.950234
INDGFULTONST,FULTON ST,5/1/11,0,0,0,0,0,0,0,0,40.75,44,40.75,44,40.75,44,40.75,44,0,0,0,0,0,0,0,0,73.25,133,73.25,133,73.25,133,73.25,133,170,216.5,170,216.5,170,216.5,170,216.5,208.25,166.5,208.25,166.5,208.25,166.5,208.25,166.5,40.687119,-73.975375
INDGGREENPOINTAV,GREENPOINT AV,5/1/11,0,0,0,0,0,0,0,0,141.5,90,141.5,90,141.5,90,141.5,90,61,1.5,61,1.5,61,1.5,61,1.5,563.5,246.5,563.5,246.5,563.5,246.5,563.5,246.5,727.5,302,727.5,302,727.5,302,727.5,302,519.5,394.5,519.5,394.5,519.5,394.5,519.5,394.5,40.731352,-73.954449
INDGLMETROPOLITANAV,METROPOLITAN AV,5/1/11,540.25,535,0,0,0,0,0,0,0,0,278,181,278,181,278,181,278,181,145.25,72.25,145.25,72.25,145.25,72.25,145.25,72.25,571.25,225.5,571.25,225.5,571.25,225.5,571.25,225.5,734.5,395.5,734.5,395.5,734.5,395.5,734.5,395.5,540.25,535,540.25,535,540.25,535,40.712792,-73.951418
INDGMYRTLE-WILLOUGHBYAVS,MYRTLE-WILLOUGHBY AVS,5/1/11,227.5,252,0,0,0,0,0,0,0,0,39,114,39,114,39,114,39,114,152.5,62.5,152.5,62.5,152.5,62.5,152.5,62.5,335,77,335,77,335,77,335,77,343.5,176,343.5,176,343.5,176,343.5,176,227.5,252,227.5,252,227.5,252,40.694568,-73.949046
INDGNASSAUAV,NASSAU AV,5/1/11,0,0,0,0,0,0,0,0,67,50.5,67,50.5,67,50.5,67,50.5,28.5,15.25,28.5,15.25,28.5,15.25,28.5,15.25,223.5,134.75,223.5,134.75,223.5,134.75,223.5,134.75,162.75,143.25,162.75,143.25,162.75,143.25,162.75,143.25,118.75,170.5,118.75,170.5,118.75,170.5,118.75,170.5,40.724635,-73.951277
INDMR36THST,36TH ST,5/1/11,85.5,105.5,0,0,0,0,0,0,0,0,30.5,21,30.5,21,30.5,21,30.5,21,25.5,57.5,25.5,57.5,25.5,57.5,25.5,57.5,36.5,52,36.5,52,36.5,52,36.5,52,54.5,48.5,54.5,48.5,54.5,48.5,54.5,48.5,85.5,105.5,85.5,105.5,85.5,105.5,40.752039,-73.928781
INDMR46THST,46TH ST,5/1/11,538.5,926.25,0,0,0,0,0,0,0,0,50.25,196.5,50.25,196.5,50.25,196.5,50.25,196.5,365.25,180,365.25,180,365.25,180,365.25,180,833.25,529.5,833.25,529.5,833.25,529.5,833.25,529.5,936.75,713.25,936.75,713.25,936.75,713.25,936.75,713.25,538.5,926.25,538.5,926.25,538.5,926.25,40.756312,-73.913333
INDMR63RDDRIVE-REGOPARK,63RD DRIVE-REGO PARK,5/1/11,0,0,0,0,0,0,0,0,86.5,113.5,86.5,113.5,86.5,113.5,86.5,113.5,60.5,5.5,60.5,5.5,60.5,5.5,60.5,5.5,1077.5,438,1077.5,438,1077.5,438,1342,561.5,1305.5,764,1305.5,764,1347,830,1082.5,706.5,509,257,509,257,467.5,191,467.5,191,40.729846,-73.861604
INDMR65THST,65TH ST,5/1/11,67.5,100.5,0,0,0,0,0,0,0,0,8.5,23.25,8.5,23.25,8.5,23.25,8.5,23.25,61,19.25,61,19.25,61,19.25,61,19.25,126.5,49,126.5,49,126.5,49,126.5,49,119,68.25,119,68.25,119,68.25,119,68.25,67.5,100.5,67.5,100.5,67.5,100.5,40.749669,-73.898453
INDMR67THAV,67TH AV,5/1/11,0,0,0,0,0,0,0,0,25.5,86.5,25.5,86.5,25.5,86.5,25.5,86.5,82,43,82,43,82,43,82,43,669.5,231,669.5,231,669.5,231,669.5,231,584,342,584,342,584,342,584,342,221,503.5,221,503.5,221,503.5,221,503.5,40.726523,-73.852719
INDMRELMHURSTAV,ELMHURST AV,5/1/11,0,0,0,0,0,0,0,0,16.75,27.25,16.75,27.25,16.75,27.25,16.75,27.25,180.75,20,180.75,20,180.75,20,180.75,20,219.75,34.75,219.75,34.75,219.75,34.75,219.75,34.75,205.5,69,205.5,69,205.5,69,205.5,69,382.5,208.5,382.5,208.5,382.5,208.5,382.5,208.5,40.742454,-73.882017
INDMRNORTHERNBLVD,NORTHERN BLVD,5/1/11,397.5,377,0,0,0,0,0,0,0,0,49.5,72.5,49.5,72.5,49.5,72.5,49.5,72.5,186.5,87,186.5,87,186.5,87,186.5,87,393.5,189.5,393.5,189.5,393.5,189.5,393.5,189.5,470,355,470,355,470,355,470,355,397.5,377,397.5,377,397.5,377,40.752885,-73.906006
INDMRSTEINWAYST,STEINWAY ST,5/1/11,0,0,0,0,0,0,0,0,278,194,278,194,278,194,278,194,155.5,77.5,155.5,77.5,155.5,77.5,155.5,77.5,661,457,661,457,661,457,661,457,1008,666.5,1008,666.5,1008,666.5,1008,666.5,839.5,962,839.5,962,839.5,962,839.5,962,40.756879,-73.92074
INDMRWOODHAVENBLVD,WOODHAVEN BLVD,5/1/11,1984,1613,0,0,0,0,0,0,0,0,83,199,83,199,83,199,83,199,628.5,249.5,628.5,249.5,628.5,249.5,886.5,498.5,733,583.5,899.5,854,899.5,854,641.5,605,1970,1844,1803.5,1573.5,1803.5,1573.5,1803.5,1573.5,1984,1613,1984,1613,1984,1613,40.733106,-73.869229
IRT1103RDST,103RD ST,5/1/11,457.5,307.75,0,0,0,0,0,0,0,0,28.5,53.25,28.5,53.25,28.5,53.25,28.5,53.25,163,65.75,163,65.75,163,65.75,163,65.75,522.5,152,522.5,152,522.5,152,522.5,152,601.5,263.5,601.5,263.5,601.5,263.5,601.5,263.5,457.5,307.75,457.5,307.75,457.5,307.75,40.799446,-73.968379
IRT1116THST-COLUMBIAUNIVERSITY,116TH ST-COLUMBIA UNIVERSITY,5/1/11,510,209.5,0,0,0,0,0,0,0,0,41.25,33.25,41.25,33.25,41.25,33.25,41.25,33.25,83.5,68.75,83.5,68.75,83.5,68.75,83.5,68.75,405,268.5,405,268.5,405,268.5,405,268.5,605.75,341,605.75,341,605.75,341,605.75,341,510,209.5,510,209.5,510,209.5,40.807722,-73.96411
IRT1125THST,125TH ST,5/1/11,0,0,0,0,0,0,0,0,66.75,136.75,66.75,136.75,66.75,136.75,66.75,136.75,11.5,6.25,11.5,6.25,11.5,6.25,11.5,6.25,293.75,276,293.75,276,293.75,276,293.75,276,402,339.75,402,339.75,402,339.75,402,339.75,306.75,424.75,306.75,424.75,306.75,424.75,306.75,424.75,40.815581,-73.958372
IRT1137THST-CITYCOLLEGE,137TH ST-CITY COLLEGE,5/1/11,813.5,1245.5,0,0,0,0,0,0,0,0,103,366.5,103,366.5,103,366.5,103,366.5,461,240,461,240,461,240,461,240,1071,531,1071,531,1071,531,1071,531,1212,939.5,1212,939.5,1212,939.5,1212,939.5,813.5,1245.5,813.5,1245.5,813.5,1245.5,40.822008,-73.953676
IRT1145THST,145TH ST,5/1/11,0,0,0,0,0,0,0,0,117,474.5,117,474.5,117,474.5,117,474.5,42,103,42,103,42,103,42,103,1032.5,397.5,1032.5,397.5,1032.5,397.5,1032.5,397.5,973,609,973,609,973,609,973,609,699,880.5,699,880.5,699,880.5,699,880.5,40.826551,-73.95036
IRT1157THST,157TH ST,5/1/11,776.5,683.5,0,0,0,0,0,0,0,0,77.5,293.5,77.5,293.5,77.5,293.5,77.5,293.5,415.5,163,415.5,163,415.5,163,415.5,163,857.5,270,857.5,270,857.5,270,857.5,270,845,200.5,845,200.5,845,200.5,845,200.5,776.5,683.5,776.5,683.5,776.5,683.5,40.834041,-73.94489
IRT118THST,18TH ST,5/1/11,0,0,0,0,0,0,0,0,206.5,197.25,206.5,197.25,206.5,197.25,206.5,197.25,52.25,88.75,52.25,88.75,52.25,88.75,52.25,88.75,606.75,469,606.75,469,606.75,469,606.75,469,964.25,863.25,964.25,863.25,964.25,863.25,964.25,863.25,1043,914.5,1043,914.5,1043,914.5,1043,914.5,40.74104,-73.997871
IRT1207THST,207TH ST,5/1/11,0,0,0,0,0,0,0,0,46.75,97.25,46.75,97.25,46.75,97.25,46.75,97.25,42,4.75,42,4.75,42,4.75,42,4.75,202.75,160.25,202.75,160.25,202.75,160.25,202.75,160.25,273.5,216.75,273.5,216.75,273.5,216.75,273.5,216.75,241.75,270.25,241.75,270.25,241.75,270.25,241.75,270.25,40.864614,-73.918819
IRT1215THST,215TH ST,5/1/11,0,0,0,0,0,0,0,0,7.5,10.75,7.5,10.75,7.5,10.75,7.5,10.75,8.75,1,8.75,1,8.75,1,8.75,1,55.75,29.5,55.75,29.5,55.75,29.5,55.75,29.5,58.5,44,58.5,44,58.5,44,58.5,44,64.5,52.5,64.5,52.5,64.5,52.5,64.5,52.5,40.869444,-73.915279
IRT1231STST,231ST ST,5/1/11,0,0,0,0,0,0,0,0,31.75,38,31.75,38,31.75,38,31.75,38,0,0,0,0,0,0,0,0,370.75,51.75,370.75,51.75,370.75,51.75,370.75,51.75,359.5,67.5,359.5,67.5,359.5,67.5,359.5,67.5,255.75,73.5,255.75,73.5,255.75,73.5,255.75,73.5,40.878856,-73.904834
IRT12334THST,34TH ST,5/1/11,0,0,0,0,0,0,0,0,675,430,675,430,675,430,675,430,329,425,329,425,329,425,329,425,1691,2778,1691,2778,1691,2778,1691,2778,3640,4745,3640,4745,3640,4745,3640,4745,5050,4475,5050,4475,5050,4475,5050,4475,40.750373,-73.991057
IRT12372NDST,72ND ST,5/1/11,3760.5,3330.5,0,0,0,0,0,0,0,0,354,326,354,326,354,326,354,326,538,813,538,813,538,813,538,813,2655,3251,2655,3251,2655,3251,2655,3251,3910.5,4448,3910.5,4448,3910.5,4448,3910.5,4448,3760.5,3330.5,3760.5,3330.5,3760.5,3330.5,40.778453,-73.98197
IRT1238THST,238TH ST,5/1/11,78.25,32,0,0,0,0,0,0,0,0,11,14.25,11,14.25,11,14.25,11,14.25,58.75,6.75,58.75,6.75,58.75,6.75,58.75,6.75,135,17.75,135,17.75,135,17.75,135,17.75,115.75,25.5,115.75,25.5,115.75,25.5,115.75,25.5,78.25,32,78.25,32,78.25,32,40.884667,-73.90087
IRT12396THST,96TH ST,5/1/11,2603,3108,0,0,0,0,0,0,0,0,275.5,703,275.5,703,275.5,703,275.5,703,786,774,786,774,786,774,786,774,2934,2175,2934,2175,2934,2175,2934,2175,3347,3229.5,3347,3229.5,3347,3229.5,3347,3229.5,2603,3108,2603,3108,2603,3108,40.793919,-73.972323
IRT123CHAMBERSST,CHAMBERS ST,5/1/11,0,0,0,0,0,0,0,0,106.75,88.25,106.75,88.25,106.75,88.25,106.75,88.25,30,53,30,53,30,53,30,53,307,502.75,307,502.75,384.25,673.25,384.25,673.25,561.75,630.5,561.75,630.5,484.5,460,484.5,460,427,314,427,314,427,314,427,314,40.715478,-74.009266
IRT123RDST,23RD ST,5/1/11,1365,1078,0,0,0,0,0,0,0,0,260.5,98,260.5,98,260.5,98,260.5,98,166.5,258.5,166.5,258.5,166.5,258.5,166.5,258.5,862.5,1016.5,862.5,1016.5,862.5,1016.5,862.5,1016.5,1419.5,1293,1419.5,1293,1419.5,1293,1419.5,1293,1365,1078,1365,1078,1365,1078,40.744081,-73.995657
IRT128THST,28TH ST,5/1/11,777,415,0,0,0,0,0,0,0,0,149.5,93.5,149.5,93.5,149.5,93.5,149.5,93.5,182,136,182,136,182,136,182,136,592,402.5,592,402.5,592,402.5,592,402.5,785.5,461.5,785.5,461.5,785.5,461.5,785.5,461.5,777,415,777,415,777,415,40.747215,-73.993365
IRT150THST,50TH ST,5/1/11,0,0,0,0,0,0,0,0,524,248,524,248,524,248,524,248,137.5,166,137.5,166,137.5,166,137.5,166,948,1448,948,1448,948,1448,948,1448,1305,1806.5,1305,1806.5,1305,1806.5,1305,1806.5,1897.5,1472.5,1897.5,1472.5,1897.5,1472.5,1897.5,1472.5,40.761728,-73.983849
IRT166THST-LINCOLNCENTER,66TH ST-LINCOLN CENTER,5/1/11,2379,1819.5,0,0,0,0,0,0,0,0,279.75,204,279.75,204,279.75,204,279.75,204,272.25,713.25,272.25,713.25,272.25,713.25,272.25,713.25,1675.5,2398.5,1675.5,2398.5,1675.5,2398.5,1675.5,2398.5,2676,2620.5,2676,2620.5,2676,2620.5,2676,2620.5,2379,1819.5,2379,1819.5,2379,1819.5,40.77344,-73.982209
IRT179THST,79TH ST,5/1/11,1738,709.5,0,0,0,0,0,0,0,0,166,70.5,166,70.5,166,70.5,166,70.5,231.5,188.5,231.5,188.5,231.5,188.5,231.5,188.5,1129.5,829,1129.5,829,1129.5,829,1129.5,829,1698.5,1022,1698.5,1022,1698.5,1022,1698.5,1022,1738,709.5,1738,709.5,1738,709.5,40.783934,-73.979917
IRT186THST,86TH ST,5/1/11,2250.75,2301.75,0,0,0,0,0,0,0,0,307.5,345,307.5,345,307.5,345,307.5,345,420.75,519,420.75,519,420.75,519,420.75,519,1840.5,1851,1840.5,1851,1840.5,1851,1840.5,1851,2687.25,2543.25,2687.25,2543.25,2687.25,2543.25,2687.25,2543.25,2250.75,2301.75,2250.75,2301.75,2250.75,2301.75,40.788644,-73.976218
IRT1CANALST,CANAL ST,5/1/11,432.5,400.5,0,0,0,0,0,0,0,0,65.5,31,65.5,31,65.5,31,65.5,31,51,60.5,51,60.5,51,60.5,51,60.5,200,477,200,477,200,477,200,477,449.5,624.5,449.5,624.5,449.5,624.5,449.5,624.5,432.5,400.5,432.5,400.5,432.5,400.5,40.722854,-74.006277
IRT1CATHEDRALPARKWAY-110THST,CATHEDRAL PARKWAY-110TH ST,5/1/11,1085,667,0,0,0,0,0,0,0,0,143,113,143,113,143,113,143,113,226.5,162,226.5,162,226.5,162,226.5,162,1018,404,1018,404,1018,404,1018,404,1348,624,1348,624,1348,624,1348,624,1085,667,1085,667,1085,667,40.803967,-73.966847
IRT1CHRISTOPHERST,CHRISTOPHER ST,5/1/11,0,0,0,0,0,0,0,0,634,268.5,634,268.5,634,268.5,634,268.5,184,108,184,108,184,108,184,108,459,548,459,548,459,548,459,548,961.5,1103.5,961.5,1103.5,961.5,1103.5,961.5,1103.5,1317.5,1203.5,1317.5,1203.5,1317.5,1203.5,1317.5,1203.5,40.733422,-74.002906
IRT1DYCKMANST,DYCKMAN ST,5/1/11,0,0,0,0,0,0,0,0,31.5,15.75,31.5,15.75,31.5,15.75,31.5,15.75,0,0,0,0,0,0,0,0,240.75,48,240.75,48,240.75,48,240.75,48,218.5,60.75,218.5,60.75,218.5,60.75,218.5,60.75,174.75,78.5,174.75,78.5,174.75,78.5,174.75,78.5,40.860531,-73.925536
IRT1FRANKLINST,FRANKLIN ST,5/1/11,347.5,125,0,0,0,0,0,0,0,0,68.5,23.5,68.5,23.5,68.5,23.5,68.5,23.5,36.5,51.5,36.5,51.5,36.5,51.5,36.5,51.5,199,147.5,199,147.5,199,147.5,199,147.5,354,182,354,182,354,182,354,182,347.5,125,347.5,125,347.5,125,40.719318,-74.006886
IRT1HOUSTONST,HOUSTON ST,5/1/11,1074,849,0,0,0,0,0,0,0,0,281,71,281,71,281,71,281,71,165,202,165,202,165,202,165,202,667,777,667,777,667,777,667,777,1094,1033,1094,1033,1094,1033,1094,1033,1074,849,1074,849,1074,849,40.728251,-74.005367
IRT1MARBLEHILL-225THST,MARBLE HILL-225TH ST,5/1/11,0,0,0,0,0,0,0,0,21,12.25,21,12.25,21,12.25,21,12.25,30.25,4.75,30.25,4.75,30.25,4.75,30.25,4.75,207.25,25.25,207.25,25.25,207.25,25.25,207.25,25.25,253,54.25,253,54.25,253,54.25,253,54.25,238,61.5,238,61.5,238,61.5,238,61.5,40.874561,-73.909831
IRT1RECTORST,RECTOR ST,5/1/11,0,0,0,0,0,0,0,0,34.5,46.5,34.5,46.5,34.5,46.5,34.5,46.5,4.5,12,4.5,12,4.5,12,4.5,12,386,125.5,386,125.5,386,125.5,386,125.5,570,196,570,196,570,196,570,196,449,198.5,449,198.5,449,198.5,449,198.5,40.707513,-74.013783
IRT1VANCORTLANDTPARK-242NDST,VAN CORTLANDT PARK-242ND ST,5/1/11,0,0,0,0,0,0,0,0,25.75,72.75,25.75,72.75,25.75,72.75,25.75,72.75,0,0,0,0,0,0,0,0,303.5,134.25,303.5,134.25,303.5,134.25,303.5,134.25,282.75,198.5,282.75,198.5,282.75,198.5,282.75,198.5,253.25,149.75,253.25,149.75,253.25,149.75,253.25,149.75,40.889248,-73.898583
IRT23110THST-CENTRALPARKNORTH,110TH ST-CENTRAL PARK NORTH,5/1/11,0,0,0,0,0,0,0,0,54.75,102.75,54.75,102.75,54.75,102.75,54.75,102.75,0,0,0,0,0,0,0,0,372.75,192.75,372.75,192.75,372.75,192.75,372.75,192.75,389.75,276.25,389.75,276.25,389.75,276.25,389.75,276.25,326.5,237,326.5,237,326.5,237,326.5,237,40.799075,-73.951822
IRT23116THST,116TH ST,5/1/11,729.5,404.5,0,0,0,0,0,0,0,0,80,91.5,80,91.5,80,91.5,80,91.5,286,124.5,286,124.5,286,124.5,286,124.5,991,396,991,396,991,396,991,396,1103.5,365.5,1103.5,365.5,1103.5,365.5,1103.5,365.5,729.5,404.5,729.5,404.5,729.5,404.5,40.802098,-73.949625
IRT23125THST,125TH ST,5/1/11,1066.5,404.5,0,0,0,0,0,0,0,0,135.5,99,135.5,99,135.5,99,135.5,99,267,131.5,267,131.5,267,131.5,267,131.5,903,471,903,471,903,471,903,471,1493.5,441,1493.5,441,1493.5,441,1493.5,441,1066.5,404.5,1066.5,404.5,1066.5,404.5,40.807754,-73.945495
IRT23135THST,135TH ST,5/1/11,0,0,0,0,0,0,0,0,184.5,197.5,184.5,197.5,184.5,197.5,184.5,197.5,0,0,0,0,0,0,0,0,1274,613.5,1274,613.5,1274,613.5,1274,613.5,1333.5,372,1333.5,372,1333.5,372,1333.5,372,826,495.5,826,495.5,826,495.5,826,495.5,40.814229,-73.94077
IRT2345NEVINSST,NEVINS ST,5/1/11,0,0,0,0,0,0,0,0,151,120.5,151,120.5,151,120.5,151,120.5,16.5,18.5,16.5,18.5,16.5,18.5,16.5,18.5,433.5,478,433.5,478,433.5,478,433.5,478,614,727.5,614,727.5,614,727.5,614,727.5,752,534.5,752,534.5,752,534.5,752,534.5,40.688246,-73.980492
IRT23BERGENST,BERGEN ST,5/1/11,0,0,0,0,0,0,0,0,48.5,68.5,48.5,68.5,48.5,68.5,48.5,68.5,2,15,2,15,2,15,2,15,301.5,257.5,301.5,257.5,301.5,257.5,301.5,257.5,454.5,289,454.5,289,454.5,289,454.5,289,349.5,341.5,349.5,341.5,349.5,341.5,349.5,341.5,40.680829,-73.975098
IRT23CLARKST,CLARK ST,5/1/11,0,0,0,0,0,0,0,0,41.5,67,41.5,67,41.5,67,41.5,67,19.5,16.25,19.5,16.25,19.5,16.25,19.5,16.25,200,201.5,200,201.5,200,201.5,200,201.5,326.75,321,326.75,321,326.75,321,326.75,321,259.75,373.25,259.75,373.25,259.75,373.25,259.75,373.25,40.697466,-73.993086
IRT23EASTERNPARKWAY-BROOKLYNMUSEUM,EASTERN PARKWAY-BROOKLYN MUSEUM,5/1/11,0,0,0,0,0,0,0,0,15.25,78.25,15.25,78.25,15.25,78.25,15.25,78.25,16.5,4.25,16.5,4.25,16.5,4.25,16.5,4.25,187,571.75,187,571.75,187,571.75,187,571.75,878.75,1347.25,878.75,1347.25,878.75,1347.25,878.75,1347.25,1233,274.5,1233,274.5,1233,274.5,1233,274.5,40.671987,-73.964375
IRT23HOYTST,HOYT ST,5/1/11,0,0,0,0,0,0,0,0,21.75,20.75,21.75,20.75,21.75,20.75,21.75,20.75,7.5,13.25,7.5,13.25,7.5,13.25,7.5,13.25,115,239.5,115,239.5,115,239.5,115,239.5,261.5,260.75,261.5,260.75,261.5,260.75,261.5,260.75,229,168.5,229,168.5,229,168.5,229,168.5,40.690545,-73.985065
IRT23WALLST,WALL ST,5/1/11,0,0,0,0,0,0,0,0,315,368,315,368,315,368,315,368,82,88,82,88,82,88,82,88,1034,971,1034,971,1034,971,1034,971,1714,1512,1714,1512,1714,1512,1714,1512,1581,1396,1581,1396,1581,1396,1581,1396,40.706821,-74.0091
IRT245149THST-GRANDCONCOURSE,149TH ST-GRAND CONCOURSE,5/1/11,0,0,0,0,0,0,0,0,143.5,325,143.5,325,143.5,325,143.5,325,280,225.5,280,225.5,280,225.5,280,225.5,576,525.5,576,525.5,576,525.5,576,525.5,735,707,735,707,735,707,735,707,480,697.5,480,697.5,480,697.5,480,697.5,40.818375,-73.927351
IRT25149THST-3RDAV,149TH ST-3RD AV,5/1/11,0,0,0,0,0,0,0,0,174,263,174,263,174,263,174,263,263,45,263,45,263,45,263,45,1260.5,484.5,1260.5,484.5,1508.5,512.5,1508.5,512.5,1181,459,1181,459,933,431,933,431,1050,662.5,1050,662.5,1050,662.5,1050,662.5,40.816109,-73.917757
IRT25174THST,174TH ST,5/1/11,289.5,445,0,0,0,0,0,0,0,0,67.5,143.5,67.5,143.5,67.5,143.5,67.5,143.5,245.5,105.5,245.5,105.5,245.5,105.5,245.5,105.5,368.5,207,368.5,207,368.5,207,368.5,207,419,347.5,419,347.5,419,347.5,419,347.5,289.5,445,289.5,445,289.5,445,40.837288,-73.887734
IRT25219THST,219TH ST,5/1/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.883895,-73.862633
IRT25225THST,225TH ST,5/1/11,0,0.75,0,0,0,0,0,0,0,0,1,1.5,1,1.5,1,1.5,1,1.5,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0,0.75,0,0.75,0,0.75,40.888022,-73.860341
IRT25233RDST,233RD ST,5/1/11,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,40.893193,-73.857473
IRT25ALLERTONAV,ALLERTON AV,5/1/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,40.865462,-73.867352
IRT25BRONXPARKEAST,BRONX PARK EAST,5/1/11,0,1.5,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0.25,0,1,0,1,0,1,0,1,0,3.5,0,3.5,0,3.5,0,3.5,0,1.25,0,1.25,0,1.25,0,1.25,0,1.5,0,1.5,0,1.5,40.848828,-73.868457
IRT25BURKEAV,BURKE AV,5/1/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,40.871356,-73.867164
IRT25CHURCHAV,CHURCH AV,5/1/11,230,86.5,0,0,0,0,0,0,0,0,42,29.75,42,29.75,42,29.75,42,29.75,185.75,24.25,185.75,24.25,185.75,24.25,185.75,24.25,252.25,63.75,252.25,63.75,252.25,63.75,252.25,63.75,293,77,293,77,293,77,293,77,230,86.5,230,86.5,230,86.5,40.650843,-73.949575
IRT25EAST180THST,EAST 180TH ST,5/1/11,620,754.75,0,0,0,0,0,0,0,0,130.25,297.75,130.25,297.75,130.25,297.75,130.25,297.75,650,312.25,650,312.25,650,312.25,650,312.25,887.25,409.25,887.25,409.25,887.25,409.25,887.25,409.25,885.5,603.5,885.5,603.5,885.5,603.5,885.5,603.5,620,754.75,620,754.75,620,754.75,40.841894,-73.873488
IRT25EASTTREMONTAV-WESTFARMSSQ,EAST TREMONT AV-WEST FARMS SQ,5/1/11,474,311.5,0,0,0,0,0,0,0,0,76,106.5,76,106.5,76,106.5,76,106.5,227,121,227,121,227,121,227,121,371,355.5,371,355.5,371,355.5,371,355.5,583,350.5,583,350.5,583,350.5,583,350.5,474,311.5,474,311.5,474,311.5,40.840295,-73.880049
IRT25FLATBUSHAV-BROOKLYNCOLLEGE,FLATBUSH AV-BROOKLYN COLLEGE,5/1/11,1137.75,1249.5,0,0,0,0,0,0,0,0,147.75,334.5,147.75,334.5,147.75,334.5,147.75,334.5,989.25,402,989.25,402,989.25,402,989.25,402,1534.5,668.25,1534.5,668.25,1534.5,668.25,1534.5,668.25,1626,963.75,1626,963.75,1626,963.75,1626,963.75,1137.75,1249.5,1137.75,1249.5,1137.75,1249.5,40.632836,-73.947642
